entry_time,entry_price,direction,stop,tp,target_vwap,bars_held,highest_high,lowest_low,exit_time,exit_price,pnl,reason,cum_pnl,peak,drawdown,year_month
2020-09-22 14:42:00,3667.06,-1,3672.5165076275284,3665.06,3667.06,0,-1.0,3667.06,2020-09-22 14:56:59,3665.06,85.0,Take Profit,-1024.9999999999682,-69.99999999999545,954.9999999999727,2020-09
2020-09-22 14:56:00,3664.84,-1,3670.2965076275286,3662.84,3664.84,0,-1.0,3664.84,2020-09-22 15:03:59,3662.84,85.0,Take Profit,-939.9999999999682,-69.99999999999545,869.9999999999727,2020-09
2020-09-22 15:03:00,3663.72,-1,3669.1765076275283,3661.72,3663.72,0,-1.0,3663.72,2020-09-22 15:45:59,3668.9,-274.00000000001455,RTH Exit,-1213.9999999999827,-69.99999999999545,1143.9999999999873,2020-09
2020-09-28 14:33:00,3725.17,-1,3730.6265076275286,3723.17,3725.17,0,-1.0,3725.17,2020-09-28 15:29:59,3730.5,-281.49999999999636,Stop Loss,-1495.499999999979,-69.99999999999545,1425.4999999999836,2020-09
2020-10-07 12:59:00,3788.55,-1,3794.0065076275287,3786.55,3788.55,0,-1.0,3788.55,2020-10-07 14:30:59,3793.89,-281.99999999998454,Stop Loss,-1777.4999999999636,-69.99999999999545,1707.4999999999682,2020-10
2020-10-07 14:30:00,3791.89,-1,3797.3465076275284,3789.89,3791.89,0,-1.0,3791.89,2020-10-07 15:47:59,3797.34,-287.50000000001364,RTH Exit,-2064.9999999999773,-69.99999999999545,1994.9999999999818,2020-10
2020-10-08 10:55:00,3817.74,-1,3823.1965076275283,3815.74,3817.74,0,-1.0,3817.74,2020-10-08 11:02:59,3815.74,85.0,Take Profit,-1979.9999999999773,-69.99999999999545,1909.9999999999818,2020-10
2020-10-13 14:42:00,3900.37,1,3894.9134923724714,3902.37,3900.37,0,3900.37,999999.0,2020-10-13 14:56:59,3902.37,85.0,Take Profit,-1894.9999999999773,-69.99999999999545,1824.9999999999818,2020-10
2020-10-13 15:10:00,3902.87,1,3897.4134923724714,3904.87,3902.87,0,3902.87,999999.0,2020-10-13 15:45:59,3903.26,4.500000000016371,RTH Exit,-1890.499999999961,-69.99999999999545,1820.4999999999654,2020-10
2020-10-14 15:05:00,3874.23,1,3868.7734923724715,3876.23,3874.23,0,3874.23,999999.0,2020-10-14 15:12:59,3876.23,85.0,Take Profit,-1805.499999999961,-69.99999999999545,1735.4999999999654,2020-10
2020-10-14 15:12:00,3874.51,1,3869.0534923724717,3876.51,3874.51,0,3874.51,999999.0,2020-10-14 15:33:59,3876.51,85.0,Take Profit,-1720.499999999961,-69.99999999999545,1650.4999999999654,2020-10
2021-01-07 13:57:00,4231.98,-1,4237.436507627528,4229.98,4231.98,0,-1.0,4231.98,2021-01-07 14:32:59,4235.66,-199.00000000001455,Stop Loss,-1919.4999999999754,-69.99999999999545,1849.49999999998,2021-01
2021-01-07 14:39:00,4233.1,-1,4238.556507627529,4231.1,4233.1,0,-1.0,4233.1,2021-01-07 15:00:59,4238.72,-295.99999999999454,Stop Loss,-2215.49999999997,-69.99999999999545,2145.4999999999745,2021-01
2021-01-22 10:36:00,4281.01,-1,4286.466507627529,4279.01,4281.01,0,-1.0,4281.01,2021-01-22 10:57:59,4279.01,85.0,Take Profit,-2130.49999999997,-69.99999999999545,2060.4999999999745,2021-01
2021-01-22 10:57:00,4277.67,-1,4283.126507627529,4275.67,4277.67,0,-1.0,4277.67,2021-01-22 11:04:59,4275.67,85.0,Take Profit,-2045.49999999997,-69.99999999999545,1975.4999999999745,2021-01
2021-08-19 13:01:00,4921.59,-1,4927.046507627529,4919.59,4921.59,0,-1.0,4921.59,2021-08-19 14:11:59,4919.59,85.0,Take Profit,-1960.49999999997,-69.99999999999545,1890.4999999999745,2021-08
2021-08-19 14:18:00,4919.08,-1,4924.536507627528,4917.08,4919.08,0,-1.0,4919.08,2021-08-19 15:42:59,4917.08,85.0,Take Profit,-1875.49999999997,-69.99999999999545,1805.4999999999745,2021-08
2021-09-14 14:56:00,4974.11,1,4968.653492372471,4976.11,4974.11,0,4974.11,999999.0,2021-09-14 15:38:59,4976.11,85.0,Take Profit,-1790.49999999997,-69.99999999999545,1720.4999999999745,2021-09
2021-09-22 15:26:00,4919.45,-1,4924.906507627528,4917.45,4919.45,0,-1.0,4919.45,2021-09-22 15:47:59,4918.77,18.999999999969077,RTH Exit,-1771.500000000001,-69.99999999999545,1701.5000000000055,2021-09
2021-09-28 14:49:00,4877.47,1,4872.013492372472,4879.47,4877.47,0,4877.47,999999.0,2021-09-28 15:31:59,4870.99,-339.00000000002365,Stop Loss,-2110.5000000000246,-69.99999999999545,2040.500000000029,2021-09
2021-10-28 11:02:00,5126.73,-1,5132.186507627528,5124.73,5126.73,0,-1.0,5126.73,2021-10-28 11:23:59,5130.41,-199.00000000001455,Stop Loss,-2309.500000000039,-69.99999999999545,2239.5000000000437,2021-10
2021-10-28 12:05:00,5133.17,-1,5138.626507627529,5131.17,5133.17,0,-1.0,5133.17,2021-10-28 12:33:59,5131.17,85.0,Take Profit,-2224.500000000039,-69.99999999999545,2154.5000000000437,2021-10
2021-11-01 15:15:00,5157.54,-1,5162.996507627528,5155.54,5157.54,0,-1.0,5157.54,2021-11-01 15:50:59,5159.1,-93.00000000002001,RTH Exit,-2317.500000000059,-69.99999999999545,2247.5000000000637,2021-11
2021-11-23 13:39:00,5246.34,-1,5251.796507627529,5244.34,5246.34,0,-1.0,5246.34,2021-11-23 14:07:59,5251.7,-282.99999999998363,Stop Loss,-2600.5000000000427,-69.99999999999545,2530.5000000000473,2021-11
2021-11-23 14:21:00,5249.14,-1,5254.596507627529,5247.14,5249.14,0,-1.0,5249.14,2021-11-23 15:45:59,5252.1,-163.00000000000182,RTH Exit,-2763.5000000000446,-69.99999999999545,2693.500000000049,2021-11
2021-11-29 14:12:00,5223.93,-1,5229.386507627529,5221.93,5223.93,0,-1.0,5223.93,2021-11-29 14:19:59,5221.93,85.0,Take Profit,-2678.5000000000446,-69.99999999999545,2608.500000000049,2021-11
2021-11-29 14:19:00,5221.13,-1,5226.586507627529,5219.13,5221.13,0,-1.0,5221.13,2021-11-29 14:40:59,5228.45,-380.99999999998545,Stop Loss,-3059.50000000003,-69.99999999999545,2989.5000000000346,2021-11
2021-11-29 14:47:00,5226.17,-1,5231.626507627529,5224.17,5226.17,0,-1.0,5226.17,2021-11-29 15:50:59,5228.85,-149.00000000001455,RTH Exit,-3208.5000000000446,-69.99999999999545,3138.500000000049,2021-11
2021-11-30 14:28:00,5128.45,1,5122.993492372471,5130.45,5128.45,0,5128.45,999999.0,2021-11-30 14:42:59,5128.69,-3.000000000010914,Stop Loss,-3211.5000000000555,-69.99999999999545,3141.50000000006,2021-11
2021-12-07 14:00:00,5251.66,-1,5257.116507627528,5249.66,5251.66,0,-1.0,5251.66,2021-12-07 14:14:59,5249.66,85.0,Take Profit,-3126.5000000000555,-69.99999999999545,3056.50000000006,2021-12
2021-12-07 14:14:00,5249.14,-1,5254.596507627529,5247.14,5249.14,0,-1.0,5249.14,2021-12-07 14:35:59,5257.02,-409.00000000000546,Stop Loss,-3535.500000000061,-69.99999999999545,3465.5000000000655,2021-12
2021-12-07 14:42:00,5254.74,-1,5260.196507627528,5252.74,5254.74,0,-1.0,5254.74,2021-12-07 14:56:59,5263.46,-451.00000000001273,Stop Loss,-3986.5000000000737,-69.99999999999545,3916.500000000078,2021-12
2021-12-09 13:36:00,5239.09,1,5233.633492372472,5241.09,5239.09,0,5239.09,999999.0,2021-12-09 14:04:59,5232.61,-339.00000000002365,Stop Loss,-4325.500000000097,-69.99999999999545,4255.500000000102,2021-12
2021-12-09 14:18:00,5237.69,1,5232.233492372471,5239.69,5237.69,0,5237.69,999999.0,2021-12-09 14:46:59,5232.61,-268.99999999999636,Stop Loss,-4594.500000000094,-69.99999999999545,4524.500000000098,2021-12
2021-12-09 14:46:00,5234.61,1,5229.153492372471,5236.61,5234.61,0,5234.61,999999.0,2021-12-09 15:07:59,5228.41,-324.9999999999909,Stop Loss,-4919.500000000085,-69.99999999999545,4849.500000000089,2021-12
2021-12-16 14:39:00,5237.97,1,5232.513492372472,5239.97,5237.97,0,5237.97,999999.0,2021-12-16 15:14:59,5239.97,85.0,Take Profit,-4834.500000000085,-69.99999999999545,4764.500000000089,2021-12
2021-12-16 15:21:00,5241.34,1,5235.883492372472,5243.34,5241.34,0,5241.34,999999.0,2021-12-16 15:42:59,5234.56,-353.99999999998727,Stop Loss,-5188.500000000072,-69.99999999999545,5118.500000000076,2021-12
2021-12-21 14:21:00,5203.41,-1,5208.866507627528,5201.41,5203.41,0,-1.0,5203.41,2021-12-21 14:28:59,5210.46,-367.5000000000091,Stop Loss,-5556.000000000081,-69.99999999999545,5486.0000000000855,2021-12
2021-12-21 14:35:00,5207.06,-1,5212.516507627529,5205.06,5207.06,0,-1.0,5207.06,2021-12-21 15:03:59,5205.06,85.0,Take Profit,-5471.000000000081,-69.99999999999545,5401.0000000000855,2021-12
2021-12-21 15:17:00,5207.06,-1,5212.516507627529,5205.06,5207.06,0,-1.0,5207.06,2021-12-21 15:38:59,5213.27,-325.5000000000018,Stop Loss,-5796.500000000083,-69.99999999999545,5726.500000000087,2021-12
2022-01-03 11:52:00,5370.7,-1,5376.156507627528,5368.7,5370.7,0,-1.0,5370.7,2022-01-03 14:05:59,5368.7,85.0,Take Profit,-5711.500000000083,-69.99999999999545,5641.500000000087,2022-01
2022-01-03 14:05:00,5368.18,-1,5373.636507627529,5366.18,5368.18,0,-1.0,5368.18,2022-01-03 15:15:59,5374.95,-353.49999999997635,Stop Loss,-6065.000000000059,-69.99999999999545,5995.000000000064,2022-01
2022-01-03 15:22:00,5371.83,-1,5377.286507627528,5369.83,5371.83,0,-1.0,5371.83,2022-01-03 15:50:59,5372.83,-65.0,RTH Exit,-6130.000000000059,-69.99999999999545,6060.000000000064,2022-01
2022-01-04 13:32:00,5366.53,1,5361.073492372471,5368.53,5366.53,0,5366.53,999999.0,2022-01-04 14:21:59,5361.72,-255.49999999997453,Stop Loss,-6385.500000000034,-69.99999999999545,6315.500000000038,2022-01
2022-01-06 14:11:00,5276.95,-1,5282.406507627528,5274.95,5276.95,0,-1.0,5276.95,2022-01-06 14:46:59,5282.32,-283.49999999999454,Stop Loss,-6669.000000000028,-69.99999999999545,6599.000000000033,2022-01
2022-01-18 13:39:00,5134.11,1,5128.653492372471,5136.11,5134.11,0,5134.11,999999.0,2022-01-18 14:14:59,5126.5,-395.49999999998363,Stop Loss,-7064.500000000012,-69.99999999999545,6994.500000000016,2022-01
2022-01-18 14:21:00,5130.74,1,5125.283492372471,5132.74,5130.74,0,5130.74,999999.0,2022-01-18 14:49:59,5122.57,-423.50000000000364,Stop Loss,-7488.0000000000155,-69.99999999999545,7418.00000000002,2022-01
2022-01-18 14:56:00,5126.53,1,5121.073492372471,5128.53,5126.53,0,5126.53,999999.0,2022-01-18 15:10:59,5128.53,85.0,Take Profit,-7403.0000000000155,-69.99999999999545,7333.00000000002,2022-01
2022-01-18 15:10:00,5133.83,1,5128.373492372471,5135.83,5133.83,0,5133.83,999999.0,2022-01-18 15:17:59,5135.83,85.0,Take Profit,-7318.0000000000155,-69.99999999999545,7248.00000000002,2022-01
2022-01-18 15:17:00,5137.2,1,5131.743492372471,5139.2,5137.2,0,5137.2,999999.0,2022-01-18 15:31:59,5139.2,85.0,Take Profit,-7233.0000000000155,-69.99999999999545,7163.00000000002,2022-01
2022-01-26 14:37:00,4884.57,1,4879.113492372471,4886.57,4884.57,0,4884.57,999999.0,2022-01-26 14:44:59,4878.92,-297.4999999999818,Stop Loss,-7530.499999999997,-69.99999999999545,7460.500000000002,2022-01
2022-01-26 14:51:00,4883.73,1,4878.273492372471,4885.73,4883.73,0,4883.73,999999.0,2022-01-26 14:58:59,4868.54,-774.49999999998,Stop Loss,-8304.999999999978,-69.99999999999545,8234.999999999982,2022-01
2022-02-02 10:32:00,5139.41,-1,5144.866507627528,5137.41,5139.41,0,-1.0,5139.41,2022-02-02 10:39:59,5141.97,-143.00000000002,Stop Loss,-8447.999999999998,-69.99999999999545,8378.000000000004,2022-02
2022-02-02 10:53:00,5137.72,-1,5143.176507627529,5135.72,5137.72,0,-1.0,5137.72,2022-02-02 11:00:59,5140.57,-157.49999999997272,Stop Loss,-8605.49999999997,-69.99999999999545,8535.499999999975,2022-02
2022-02-03 15:07:00,5067.83,-1,5073.286507627528,5065.83,5067.83,0,-1.0,5067.83,2022-02-03 15:14:59,5065.83,85.0,Take Profit,-8520.49999999997,-69.99999999999545,8450.499999999975,2022-02
2022-02-03 15:14:00,5066.15,-1,5071.606507627528,5064.15,5066.15,0,-1.0,5066.15,2022-02-03 15:21:59,5064.15,85.0,Take Profit,-8435.49999999997,-69.99999999999545,8365.499999999975,2022-02
2022-02-09 13:20:00,5140.81,-1,5146.266507627529,5138.81,5140.81,0,-1.0,5140.81,2022-02-09 13:48:59,5138.81,85.0,Take Profit,-8350.49999999997,-69.99999999999545,8280.499999999975,2022-02
2022-02-09 13:48:00,5139.13,-1,5144.586507627529,5137.13,5139.13,0,-1.0,5139.13,2022-02-09 14:16:59,5137.13,85.0,Take Profit,-8265.49999999997,-69.99999999999545,8195.499999999975,2022-02
2022-02-09 14:16:00,5136.6,-1,5142.056507627529,5134.6,5136.6,0,-1.0,5136.6,2022-02-09 14:58:59,5134.6,85.0,Take Profit,-8180.499999999971,-69.99999999999545,8110.499999999975,2022-02
2022-02-09 14:58:00,5132.67,-1,5138.126507627529,5130.67,5132.67,0,-1.0,5132.67,2022-02-09 15:19:59,5130.67,85.0,Take Profit,-8095.499999999971,-69.99999999999545,8025.499999999975,2022-02
2022-08-23 12:57:00,4643.57,1,4638.113492372471,4645.57,4643.57,0,4643.57,999999.0,2022-08-23 14:07:59,4645.57,85.0,Take Profit,-8010.499999999971,-69.99999999999545,7940.499999999975,2022-08
2022-08-23 14:07:00,4646.66,1,4641.203492372471,4648.66,4646.66,0,4646.66,999999.0,2022-08-23 15:45:59,4644.81,-107.49999999997272,RTH Exit,-8117.999999999944,-69.99999999999545,8047.999999999948,2022-08
2022-08-30 14:35:00,4483.02,1,4477.563492372472,4485.02,4483.02,0,4483.02,999999.0,2022-08-30 14:42:59,4485.02,85.0,Take Profit,-8032.999999999944,-69.99999999999545,7962.999999999948,2022-08
2022-08-30 14:42:00,4486.11,1,4480.653492372471,4488.11,4486.11,0,4486.11,999999.0,2022-08-30 15:31:59,4479.33,-353.99999999998727,Stop Loss,-8386.99999999993,-69.99999999999545,8316.999999999935,2022-08
2022-09-06 14:49:00,4398.95,1,4393.493492372471,4400.95,4398.95,0,4398.95,999999.0,2022-09-06 15:10:59,4390.77,-423.9999999999691,Stop Loss,-8810.9999999999,-69.99999999999545,8740.999999999905,2022-09
2022-09-06 15:17:00,4394.45,1,4388.993492372471,4396.45,4394.45,0,4394.45,999999.0,2022-09-06 15:45:59,4395.14,19.500000000025466,RTH Exit,-8791.499999999874,-69.99999999999545,8721.49999999988,2022-09
2022-09-08 10:41:00,4495.08,-1,4500.536507627528,4493.08,4495.08,0,-1.0,4495.08,2022-09-08 10:48:59,4493.08,85.0,Take Profit,-8706.499999999874,-69.99999999999545,8636.49999999988,2022-09
2022-09-08 12:26:00,4509.14,-1,4514.596507627529,4507.14,4509.14,0,-1.0,4509.14,2022-09-08 14:18:59,4507.14,85.0,Take Profit,-8621.499999999874,-69.99999999999545,8551.49999999988,2022-09
2022-09-08 14:18:00,4505.48,-1,4510.936507627528,4503.48,4505.48,0,-1.0,4505.48,2022-09-08 15:21:59,4512.82,-382.0000000000073,Stop Loss,-9003.499999999882,-69.99999999999545,8933.499999999887,2022-09
2022-09-08 15:28:00,4510.54,-1,4515.996507627528,4508.54,4510.54,0,-1.0,4510.54,2022-09-08 15:49:59,4510.14,4.99999999998181,RTH Exit,-8998.4999999999,-69.99999999999545,8928.499999999905,2022-09
2022-09-09 10:36:00,4572.96,-1,4578.4165076275285,4570.96,4572.96,0,-1.0,4572.96,2022-09-09 10:43:59,4578.05,-269.5000000000073,Stop Loss,-9267.999999999907,-69.99999999999545,9197.999999999913,2022-09
2022-09-09 10:50:00,4571.27,-1,4576.726507627529,4569.27,4571.27,0,-1.0,4571.27,2022-09-09 11:04:59,4581.71,-536.99999999998,Stop Loss,-9804.999999999887,-69.99999999999545,9734.99999999989,2022-09
2022-09-09 11:11:00,4579.99,-1,4585.446507627528,4577.99,4579.99,0,-1.0,4579.99,2022-09-09 11:39:59,4577.99,85.0,Take Profit,-9719.999999999887,-69.99999999999545,9649.99999999989,2022-09
2022-09-09 11:39:00,4578.02,-1,4583.476507627529,4576.02,4578.02,0,-1.0,4578.02,2022-09-09 11:46:59,4584.24,-325.99999999996726,Stop Loss,-10045.999999999854,-69.99999999999545,9975.999999999858,2022-09
2022-09-09 11:53:00,4578.87,-1,4584.326507627528,4576.87,4578.87,0,-1.0,4578.87,2022-09-09 12:00:59,4576.87,85.0,Take Profit,-9960.999999999854,-69.99999999999545,9890.999999999858,2022-09
2022-09-09 12:00:00,4570.99,-1,4576.446507627528,4568.99,4570.99,0,-1.0,4570.99,2022-09-09 12:07:59,4568.99,85.0,Take Profit,-9875.999999999854,-69.99999999999545,9805.999999999858,2022-09
2022-09-09 12:07:00,4568.74,-1,4574.196507627528,4566.74,4568.74,0,-1.0,4568.74,2022-09-11 14:03:00,4585.49,-852.5,Gap: Session Break,-10728.499999999854,-69.99999999999545,10658.499999999858,2022-09
2022-09-26 14:40:00,4110.64,1,4105.183492372472,4112.64,4110.64,0,4110.64,999999.0,2022-09-26 15:08:59,4112.64,85.0,Take Profit,-10643.499999999854,-69.99999999999545,10573.499999999858,2022-09
2022-09-26 15:08:00,4112.04,1,4106.5834923724715,4114.04,4112.04,0,4112.04,999999.0,2022-09-26 15:15:59,4114.04,85.0,Take Profit,-10558.499999999854,-69.99999999999545,10488.499999999858,2022-09
2022-09-26 15:15:00,4116.79,1,4111.3334923724715,4118.79,4116.79,0,4116.79,999999.0,2022-09-26 15:50:59,4115.79,-65.0,RTH Exit,-10623.499999999854,-69.99999999999545,10553.499999999858,2022-09
2022-09-27 14:35:00,4103.08,1,4097.623492372471,4105.08,4103.08,0,4103.08,999999.0,2022-09-27 14:56:59,4105.08,85.0,Take Profit,-10538.499999999854,-69.99999999999545,10468.499999999858,2022-09
2022-10-17 12:55:00,4139.97,-1,4145.426507627529,4137.97,4139.97,0,-1.0,4139.97,2022-10-17 14:05:59,4149.81,-507.0000000000073,Stop Loss,-11045.499999999862,-69.99999999999545,10975.499999999865,2022-10
2022-11-01 10:58:00,4335.59,1,4330.133492372472,4337.59,4335.59,0,4335.59,999999.0,2022-11-01 11:12:59,4337.59,85.0,Take Profit,-10960.499999999862,-69.99999999999545,10890.499999999865,2022-11
2022-11-01 12:22:00,4320.76,1,4315.303492372472,4322.76,4320.76,0,4320.76,999999.0,2022-11-01 12:29:59,4319.04,-101.00000000001273,Stop Loss,-11061.499999999874,-69.99999999999545,10991.49999999988,2022-11
2022-11-01 12:29:00,4321.04,1,4315.5834923724715,4323.04,4321.04,0,4321.04,999999.0,2022-11-01 12:43:59,4323.04,85.0,Take Profit,-10976.499999999874,-69.99999999999545,10906.49999999988,2022-11
2022-11-01 12:43:00,4324.4,1,4318.943492372471,4326.4,4324.4,0,4324.4,999999.0,2022-11-01 14:00:59,4326.4,85.0,Take Profit,-10891.499999999874,-69.99999999999545,10821.49999999988,2022-11
2022-11-01 14:00:00,4325.8,1,4320.343492372472,4327.8,4325.8,0,4325.8,999999.0,2022-11-01 14:21:59,4327.8,85.0,Take Profit,-10806.499999999874,-69.99999999999545,10736.49999999988,2022-11
2022-11-01 14:21:00,4326.64,1,4321.183492372472,4328.64,4326.64,0,4326.64,999999.0,2022-11-01 15:03:59,4328.64,85.0,Take Profit,-10721.499999999874,-69.99999999999545,10651.49999999988,2022-11
2022-11-01 15:03:00,4329.44,1,4323.983492372471,4331.44,4329.44,0,4329.44,999999.0,2022-11-01 15:45:59,4325.92,-190.99999999997635,RTH Exit,-10912.49999999985,-69.99999999999545,10842.499999999854,2022-11
2022-11-21 14:12:00,4434.32,-1,4439.776507627528,4432.32,4434.32,0,-1.0,4434.32,2022-11-21 15:36:59,4440.51,-324.50000000002547,Stop Loss,-11236.999999999876,-69.99999999999545,11166.99999999988,2022-11
2022-12-13 11:40:00,4503.19,1,4497.733492372471,4505.19,4503.19,0,4503.19,999999.0,2022-12-13 13:11:59,4505.19,85.0,Take Profit,-11151.999999999876,-69.99999999999545,11081.99999999988,2022-12
2022-12-13 13:11:00,4504.87,1,4499.413492372471,4506.87,4504.87,0,4504.87,999999.0,2022-12-13 14:28:59,4497.83,-366.9999999999982,Stop Loss,-11518.999999999874,-69.99999999999545,11448.99999999988,2022-12
2022-12-13 14:35:00,4501.51,1,4496.053492372472,4503.51,4501.51,0,4501.51,999999.0,2022-12-13 14:49:59,4503.51,85.0,Take Profit,-11433.999999999874,-69.99999999999545,11363.99999999988,2022-12
2022-12-13 14:49:00,4507.67,1,4502.213492372472,4509.67,4507.67,0,4507.67,999999.0,2022-12-13 14:56:59,4509.67,85.0,Take Profit,-11348.999999999874,-69.99999999999545,11278.99999999988,2022-12
2022-12-13 14:56:00,4511.3,1,4505.843492372472,4513.3,4511.3,0,4511.3,999999.0,2022-12-13 15:45:59,4511.98,18.999999999969077,RTH Exit,-11329.999999999905,-69.99999999999545,11259.999999999909,2022-12
2022-12-14 14:09:00,4481.37,1,4475.913492372471,4483.37,4481.37,0,4481.37,999999.0,2022-12-14 14:30:59,4483.37,85.0,Take Profit,-11244.999999999905,-69.99999999999545,11174.999999999909,2022-12
2022-12-14 14:30:00,4483.87,1,4478.413492372471,4485.87,4483.87,0,4483.87,999999.0,2022-12-14 14:44:59,4485.87,85.0,Take Profit,-11159.999999999905,-69.99999999999545,11089.999999999909,2022-12
2022-12-14 14:44:00,4487.75,1,4482.2934923724715,4489.75,4487.75,0,4487.75,999999.0,2022-12-14 15:40:59,4479.65,-420.0000000000182,Stop Loss,-11579.999999999924,-69.99999999999545,11509.999999999927,2022-12
2022-12-15 13:01:00,4358.98,1,4353.523492372471,4360.98,4358.98,0,4358.98,999999.0,2022-12-15 14:11:59,4360.98,85.0,Take Profit,-11494.999999999924,-69.99999999999545,11424.999999999927,2022-12
2022-12-15 14:11:00,4362.31,1,4356.853492372472,4364.31,4362.31,0,4362.31,999999.0,2022-12-15 15:21:59,4356.15,-323.0000000000382,Stop Loss,-11817.999999999962,-69.99999999999545,11747.999999999967,2022-12
2022-12-15 15:28:00,4358.15,1,4352.693492372471,4360.15,4358.15,0,4358.15,999999.0,2022-12-15 15:42:59,4360.15,85.0,Take Profit,-11732.999999999962,-69.99999999999545,11662.999999999967,2022-12
2022-12-20 14:42:00,4282.88,-1,4288.336507627529,4280.88,4282.88,0,-1.0,4282.88,2022-12-20 14:56:59,4292.1,-476.00000000001273,Stop Loss,-12208.999999999975,-69.99999999999545,12138.999999999978,2022-12
2022-12-21 12:03:00,4343.94,-1,4349.396507627528,4341.94,4343.94,0,-1.0,4343.94,2022-12-21 13:13:59,4341.94,85.0,Take Profit,-12123.999999999975,-69.99999999999545,12053.999999999978,2022-12
2022-12-21 13:13:00,4341.72,-1,4347.176507627529,4339.72,4341.72,0,-1.0,4341.72,2022-12-21 14:02:59,4339.72,85.0,Take Profit,-12038.999999999975,-69.99999999999545,11968.999999999978,2022-12
2022-12-21 14:02:00,4339.22,-1,4344.676507627529,4337.22,4339.22,0,-1.0,4339.22,2022-12-21 15:12:59,4343.44,-225.99999999996726,Stop Loss,-12264.999999999942,-69.99999999999545,12194.999999999945,2022-12
2022-12-21 15:12:00,4341.44,-1,4346.896507627528,4339.44,4341.44,0,-1.0,4341.44,2022-12-21 15:26:59,4348.99,-392.5000000000091,Stop Loss,-12657.49999999995,-69.99999999999545,12587.499999999956,2022-12
2022-12-23 11:04:00,4295.09,-1,4300.546507627529,4293.09,4295.09,0,-1.0,4295.09,2022-12-26 13:02:00,4304.98,-509.4999999999709,Gap: Session Break,-13166.999999999922,-69.99999999999545,13096.999999999927,2022-12
2023-01-03 13:46:00,4266.84,1,4261.383492372472,4268.84,4266.84,0,4266.84,999999.0,2023-01-03 14:00:59,4268.84,85.0,Take Profit,-13081.999999999922,-69.99999999999545,13011.999999999927,2023-01
2023-01-03 14:00:00,4269.9,1,4264.443492372471,4271.9,4269.9,0,4269.9,999999.0,2023-01-03 14:28:59,4271.9,85.0,Take Profit,-12996.999999999922,-69.99999999999545,12926.999999999927,2023-01
2023-01-04 13:48:00,4300.64,-1,4306.096507627529,4298.64,4300.64,0,-1.0,4300.64,2023-01-04 14:02:59,4298.64,85.0,Take Profit,-12911.999999999922,-69.99999999999545,12841.999999999927,2023-01
2023-01-04 14:02:00,4297.87,-1,4303.326507627528,4295.87,4297.87,0,-1.0,4297.87,2023-01-04 15:05:59,4295.87,85.0,Take Profit,-12826.999999999922,-69.99999999999545,12756.999999999927,2023-01
2023-01-23 13:58:00,4476.04,-1,4481.496507627528,4474.04,4476.04,0,-1.0,4476.04,2023-01-23 15:50:59,4481.2,-272.9999999999927,RTH Exit,-13099.999999999915,-69.99999999999545,13029.99999999992,2023-01
